职位名称,地区,薪水,标签,能力要求,公司名字,福利待遇,详情链接,最低薪水,最高薪水,平均薪水,经验要求,学历要求,城市,福利个数
人工智能,北京,15-30K,"在校/应届, 本科","Java, 算法基础, 图形图像处理, 网络编程, 软件工程师, Linux, SQL",华为,加班补助，年终奖，定期体检，员工旅游，零食下午茶，补充医疗保险，股票期权，餐补，节日福利，五险一金,https://www.zhipin.com/job_detail/f016c26051420fc41Xd-2Ni8ElNW.html?lid=SWmUcVMEJ3.search.48&securityId=Hw5tv2q4FZaiJ-R1gUCe3SfLxnH64Mn5Wd3XfqQjAnbcQawkTNE_yfZRlVwj4suZlRZr5DO8TWC4duTn9qK9XWE9RY7SgiKDEELIY_0Cfy3CNiaDahNkjNuagNfmENH_sTIn1kKCKUluq_ZLuvQ~&sessionId=,15,30,22.5,在校/应届,本科,北京,10
人工智能开发工程师,北京·大兴区·亦庄,30-35K,"1年以内, 硕士","深度学习算法, Python, C#, TensorFlow, Caffe, PyTorch, 人工智能, SQL",瓦里安医疗,补充医疗保险，定期体检，零食下午茶，五险一金，节日福利，通讯补贴，带薪年假，餐补，免费班车，年终奖,https://www.zhipin.com/job_detail/cc1471df0caae3021nZ80966ElVR.html?lid=SWmUcVMEJ3.search.49&securityId=EtFA6im1DKmkJ-d1Ue_9z22rLWqSdqo6mgKIcihaQCOYu1j4dlvKx76Jd8Fx-Nseq_YWEh_kOdHNWxTgHAd-GkujtR1PqANXk2tuibmUADJYGnLT&sessionId=,30,35,32.5,1年以内,硕士,北京,10
人工智能算法研究员,北京·海淀区·上地,20-40K,"3-5年, 硕士",研究导向,墨云科技,五险一金，加班补助，年终奖，定期体检，股票期权，带薪年假，餐补，节日福利，零食下午茶,https://www.zhipin.com/job_detail/dc3421cb9928d11c1Xdy2N20FVNZ.html?lid=SWmUcVMEJ3.search.50&securityId=4Z6SuxxfTOdzx-H1kSp3dg0VhGom505hta-WNQlNFwT6774FOsALJfrpyXYym39T2FdIEHyA0TWuEuJ-ZV-ae5vyMcEJCYFnzXptANgYueZ-iJpC8VQ~&sessionId=,20,40,30,3-5年,硕士,北京,9
人工智能解决方案专家,北京·丰台区·丽泽,16-30K·16薪,"经验不限, 本科","IT服务, 人工智能, 产品咨询, GIT, VC++, IDEA, Framework, 技术沟通",建信金科,年终奖，补充医疗保险，定期体检，餐补，零食下午茶，工会福利，五险一金，员工关怀，带薪年假，节日福利,https://www.zhipin.com/job_detail/98a0ba20f83fb1c11nZ62dq5FlFW.html?lid=SWmUcVMEJ3.search.52&securityId=pZJSX62k3LGz_-s1BnD7bInL4sMzAb7uoBS-SBWmmnb6cWD7U4WGTkC3khekqaNXMutTpiRbXEXXxFhlK0KezqgLY3YVvoFuQP7aYxuuFDdEBZtEckY~&sessionId=,16,30,23,经验不限,本科,北京,10
人工智能,北京·大兴区·亦庄,30-60K·16薪,"经验不限, 本科","自然语言处理, 深度学习算法, 机器学习算法, 推荐算法, 搜索算法, 数据挖掘, TensorFlow, Spark",京东集团,定期体检，年终奖，带薪年假，员工旅游，交通补助，股票期权，包吃，餐补，补充医疗保险，零食下午茶，免费班车，节日福利，五险一金,https://www.zhipin.com/job_detail/ed56a032ccb5b9141XV53ti1EFZQ.html?lid=SWmUcVMEJ3.search.53&securityId=SsFUd4CCDy0Yx-h13LvVQ66OFkPSnk1yC36t_0T_2py99f0vO30kEBJLq1aFPMH1w0TJ5pJkNlQrgMio4pYQDlTSSJlBe725_0dl7EP9-a_fuKvz&sessionId=,30,60,45,经验不限,本科,北京,13
人工智能算法工程师,北京·海淀区·上地,30-40K·15薪,"3-5年, 本科","算法设计, 深度学习算法, 机器学习算法, 视觉图像算法, TensorFlow, PyTorch",北京险峰科技有限公司,五险一金,https://www.zhipin.com/job_detail/7c6f8385215f81771XVz2d2_FFdX.html?lid=SWmUcVMEJ3.search.54&securityId=ip7zRWEpg2cfk-V1QjtB524YYo8GcWCH3pjOFGRX6SR-aFCZpuH3CuQud24MLwQwMpfX1-urswawMSsx2kVR8mpxdBvEDOms-TXC8GHAd4pmS2A~&sessionId=,30,40,35,3-5年,本科,北京,1
人工智能算法工程师,北京·海淀区·二里庄,20-21K,"3-5年, 本科","语音/图像识别, 智能驾驶, Python, OpenCV, CNN/RNN/LSTM",北京华梦启智科技,,https://www.zhipin.com/job_detail/b380f098b062ab8c1Xd92d25FVFU.html?lid=SWmUcVMEJ3.search.55&securityId=dGr6dp1qAz1r5-d1VyPuiMyG3kCkm-zHywVkCQC83KRk-hVJLbKqkm8Xm6RKQ3SrQbYPizqo-7KcRHhyclu1fVthfy19EfdwMpOLYNR1-JrWhLV6q00~&sessionId=,20,21,20.5,3-5年,本科,北京,1
人工智能算法工程师,北京·海淀区·知春路,20-40K,"1-3年, 硕士","深度学习算法, 视觉图像算法, Python, C++, TensorFlow, Caffe, PyTorch",深光科技,年终奖，零食下午茶，股票期权，餐补，带薪年假，交通补助，绩效奖金，定期体检，五险一金,https://www.zhipin.com/job_detail/1396d45c1bebff411Xd839u0FFtQ.html?lid=SWmUcVMEJ3.search.56&securityId=ANDAr3oi3A4jX-c1ZqOza19Hofei_O8phfIEQQY0Z69kGiByOCjs5L89XZJJRu6d3f6MXHfAEbAC7fKHCHzKmUoQo6NMtb5_T9DI1eHvBQ4HicYO4A~~&sessionId=,20,40,30,1-3年,硕士,北京,9
人工智能研发工程师,北京·海淀区·上地,15-28K,"3-5年, 本科","人工智能, 机器学习, 图像识别",科东电力,年终奖，餐补，五险一金，节日福利，免费班车，定期体检，交通补助，通讯补贴，带薪年假,https://www.zhipin.com/job_detail/e0c8168916be8dbc1XJ83920FFpS.html?lid=SWmUcVMEJ3.search.58&securityId=_dEZlJvOqiqf1-I1bWKEUnGM5ws634Odjt7vDdqg1IHOsnW5AQD4Jpd-VjTGDlwhu68SByuc9dwYwKBeBd7e9Er9SL3ydLYe3NQbblDz_QamG-U~&sessionId=,15,28,21.5,3-5年,本科,北京,9
高级研究员/资深研究员（人工智能）,北京·海淀区·中关村,20-40K·14薪,"1-3年, 硕士","算法设计, TensorFlow, Pytorth, 计算机视觉, 自然语言处理",都科摩,,https://www.zhipin.com/job_detail/da350755c1d5a4091XZ_2Nq8F1VS.html?lid=SWmUcVMEJ3.search.59&securityId=b5u9bLvwxTP2s-T10euWIqm1V9PPRmQIp1Mc1yCPj5tiyMv5lKpxgsf9r3KyMh5aEN47Ek8aXP-cQOUfqOblBlIb5HsByVa542upRgwbyarmbD89&sessionId=,20,40,30,1-3年,硕士,北京,1
人工智能老师,北京·海淀区·知春路,10-15K,"经验不限, 本科","机器学习, 人工智能, 数据分析",圆梦天使通航,,https://www.zhipin.com/job_detail/fc43155ff9a70a981HR-09S1ElI~.html?lid=SWmUcVMEJ3.search.60&securityId=JEjLJmdAR3P1h-G1d4SEEedlZpeSFTC2sXGH8INJEQ_OP4w-YZR4yLREiJz9XTSAVhhM6zfnxKnw1ewCF94Fj07mjFuEGnC1Ev2GeYpOA7jWQFNN&sessionId=,10,15,12.5,经验不限,本科,北京,1
云与人工智能运维研发工程师,北京·海淀区·西北旺,13-26K,"3-5年, 本科","Linux, 运维, python",百度,定期体检，零食下午茶，加班补助，住房补贴，年终奖，带薪年假，交通补助，员工旅游，节日福利，补充医疗保险，免费班车，通讯补贴，娱乐健身，餐补，五险一金,https://www.zhipin.com/job_detail/d47460e4d40bdf351XJ_3NW8E1c~.html?lid=SUVMG5XiVS.search.151&securityId=axhpnYHe2BbV8-A1xqfnUo_M3e6FF7pABNx6YyRDoWcFP_2wFnpl2pFiYCGKgKl6dOTjc7OFjh_0gOsCgaUruiUWhOn_cWiZBtERMi59XQ~~&sessionId=,13,26,19.5,3-5年,本科,北京,15
人工智能算法工程师（风控）,北京·大兴区·亦庄,35-60K·16薪,"5-10年, 硕士","Java, 机器学习算法, 计算机相关专业, 深度学习算法, 风控/反欺诈, 推荐算法, CNN/RNN/LSTM, 算法基础, 机器学习算法/工程化经验, 搜索/推荐, 自然语言处理, 语音/图像识别, 业务导向, 数据挖掘, 数学/统计相关专业, Python",京东物流,交通补助，补充医疗保险，节日福利，加班补助，餐补，股票期权，免费班车，带薪年假，餐补，五险一金，定期体检，年终奖,https://www.zhipin.com/job_detail/b717584c8669fd6a1n183t69FVRV.html?lid=SUVMG5XiVS.search.152&securityId=cKp56ZNRaM_ja-z19b4809KKRTisbVHme5QUHHBPAn85grmVe2mo9DQ7fx3rEK32HDx4nMdG36iPJOKG4EQ092JV0UgPlUWkWyjYUpgRIQ2rVxhBPXo~&sessionId=,35,60,47.5,5-10年,硕士,北京,12
咨询经理（售前/人工智能/IT/存储/信创）,北京·海淀区·马连洼,20-30K,"5-10年, 本科","系统集成, 智慧城市信息化项目, 计算机/通信相关专业, 售前技术支持经验, 招投标经验, HPC, IT, 存储",软通智慧,五险一金，带薪年假，通讯补贴，节日福利，员工旅游,https://www.zhipin.com/job_detail/e224737b27e74e421Xx829u6ElZW.html?lid=SUVMG5XiVS.search.153&securityId=OFcxvHsMbahMS-q1BEa__IGe2pavRrUJHqkE_oOfX_H3FIveF1ge8PfcJ700blrYK5IJrIT-O0aEKPuBUJbrgs5-p3D4wcxTJdsRkd-geDLYelZEWA8~&sessionId=,20,30,25,5-10年,本科,北京,5
人工智能算法工程师,北京·朝阳区·望京,14-28K,"1-3年, 硕士","深度学习算法, 视觉图像算法, 运动控制算法, Python, TensorFlow",丰码科技,通讯补贴，五险一金，带薪年假，定期体检，节日福利，零食下午茶,https://www.zhipin.com/job_detail/ec4fb72db8ec712b3n1z2dm8FlY~.html?lid=SUVMG5XiVS.search.154&securityId=cM9h0aufaGJxN-d1fnUhi9pHuDBuHjzg6ug3dj6ATUTzJiEdGyjQQ28FHbI6IAcfnNfIidqZEmbAa0kf-ZQ7VaDreT1gVS2QGlr1GcNUPCasjy3wfw~~&sessionId=,14,28,21,1-3年,硕士,北京,6
人工智能算法工程师,北京·海淀区·万柳,15-25K·13薪,"经验不限, 本科","python, Java, 机器学习",DCC,五险一金，补充医疗保险，年终奖，带薪年假，定期体检，通讯补贴,https://www.zhipin.com/job_detail/84b3a3c597e057a41X140t60FVI~.html?lid=SUVMG5XiVS.search.155&securityId=P93IvZzEHXEXe-m15b9T1zEOxbCCBVdo0bImoXPjuhNR3dlEHrpn1dL5yONFn7OzHR55_TesnRuhq7L-PDpgjCkbkyZpckudppp1fBbeIvfflA~~&sessionId=,15,25,20,经验不限,本科,北京,6
人工智能算法工程师,北京·西城区·西单,10-15K,"1-3年, 本科","Python, 图像识别经验, 人脸识别经验, 遥感影像相关经验",中电南方,五险一金，定期体检，年终奖，带薪年假,https://www.zhipin.com/job_detail/342a9edcf7a938961Xx739W9F1FT.html?lid=SUVMG5XiVS.search.156&securityId=PlDuXh7ZcHaz9-F1-iqcadwv6xy1pbHvqum5ZyuqEcNR0NAKJ22y6H8c_cl-ZtY1cAcJqFH8EI3HVfSmj_edv6EoZmvhgmnr6B00IIJytZzRq_Uk1w~~&sessionId=,10,15,12.5,1-3年,本科,北京,4
人工智能高级研发经理,北京·海淀区·万柳,10-15K,"5-10年, 本科","机器学习, 人工智能, 深度学习",苏州博远容天,定期体检，五险一金，带薪年假，股票期权，餐补，通讯补贴，节日福利,https://www.zhipin.com/job_detail/a2382a333aaa8d411HF739m8FFM~.html?lid=SUVMG5XiVS.search.157&securityId=GSMhGNz6Bws1a-1143Q1B_JS9fBCY6W3tQhMQzMd78naYAaEoSm7dUNTZz83EVKdcd7aae9m-EFver_rV464pFOk4ZM7F3zFNtvNnz1_phdB7lpc&sessionId=,10,15,12.5,5-10年,本科,北京,7
人工智能销售工程师,北京·朝阳区·对外经贸,20-30K,"1-3年, 大专",面销,北京分形科技,五险一金，补充医疗保险，定期体检,https://www.zhipin.com/job_detail/282240d1b16a71471nFy3dy_GVZR.html?lid=SUVMG5XiVS.search.158&securityId=-avw671Edi1pM-61B38Ss1o9TqEANiMgPAESkBQbGi3QAwT_yZnJgiIWsNq4PUijHfLnUa54hR-PY-nYgwMwBE5uIyZnMbvQuD7VDBQPiPgru5jU&sessionId=,20,30,25,1-3年,大专,北京,3
人工智能算法工程师,北京·海淀区·上地,15-30K,"3-5年, 本科","算法设计, 深度学习算法, C++, Python, TensorFlow, 视觉图像算法",转睛科技,五险一金，零食下午茶，节日福利，交通补助，员工旅游，团建聚餐，通讯补贴,https://www.zhipin.com/job_detail/673d992a95291fe01XV42Ni6FVFR.html?lid=SUVMG5XiVS.search.159&securityId=AXXR_44RHkegM-v1ZloyP85BFbosIXK8-lpkPm1Y2M8htVOvxFF7RL2QWsFRfsUOk8dUmNcWFUEZ5TGi4ipm9sbDYNLqRUELWeYiVSJmxtXN1RMV8A~~&sessionId=,15,30,22.5,3-5年,本科,北京,7
人工智能算法工程师,北京·海淀区·中关村,40-70K,"经验不限, 本科","算法设计, 深度学习算法, 机器学习算法, 自然语言处理, C++, Python, Java, CNN",瑞泊(北京)人工智能,绩效奖金，五险一金，社保公积金，团建聚餐，股票期权，餐补，带薪年假,https://www.zhipin.com/job_detail/436877bfff42ade01n1939u1GFBS.html?lid=SUVMG5XiVS.search.160&securityId=ZgVapbAY3MhCt-a16ZECJEtKBEPbG_zhabZY4WvenB9MRyfzhL3FUXBuhun9chLKzaBdNCZ7MJULfTP3WDEMqSnhOk6clgv7CYSfd-M5ojdxJZN4cwE~&sessionId=,40,70,55,经验不限,本科,北京,7
人工智能算法工程师,北京,20-25K,"经验不限, 硕士","C/C++, PyTorch, 数学/统计相关专业, 计算机相关专业, 自然语言处理项目经验",贝瑞和康,节日福利，五险一金，餐补，年终奖，定期体检，员工旅游，通讯补贴，交通补助，补充医疗保险,https://www.zhipin.com/job_detail/6343ac9371c44d351XN92tS5ElRV.html?lid=SUVMG5XiVS.search.161&securityId=LVh7Vtffg1nn---1F9-jluy5s_TYXjVzdMX-CYMLyrFxQgDnj0d3uw8qb0yikMwAnagaWK9uGIESjlMq1Rh_z-XvBvlPYy-NrSOTP89iqD0qLAg-xtbm_w-2eFnT0jM_otU1O3Xt66YX_vY-4Ppwpys~&sessionId=,20,25,22.5,经验不限,硕士,北京,9
人工智能研发工程师,北京·海淀区·颐和园,16-30K,"经验不限, 硕士","搜索/推荐, TensorFlow/PyTorch, CNN/RNN/LSTM, 机器学习算法, 自然语言处理",航天中认,免费工装，补充医疗保险，员工旅游，通讯补贴，交通补助，包吃，节日福利，带薪年假，五险一金，生日福利，年终奖，定期体检,https://www.zhipin.com/job_detail/d4fbcaaaa0e147331XNz2tq8EFZQ.html?lid=SUVMG5XiVS.search.162&securityId=Lu_pq6MFfpAH6-T1NVB9qQiSlarvGVR8TAeQk00Ld9zwZ7GEXoD8yH8ZaYm1JugpcBo4QvtGdWnrnbKsozWKySW118vAuwhNLrbL_f1CwClr0rfCILiZJIOZl-bMtTXmw8BQjWPRRRRgGMbxOM6wUQ~~&sessionId=,16,30,23,经验不限,硕士,北京,12
人工智能工程师,北京·海淀区·大钟寺,15-25K·13薪,"1-3年, 本科","计算机相关专业, 机器学习算法/工程化经验, 深度学习经验",中知法苑,年终奖，节日福利，带薪年假，加班补助，定期体检，股票期权，员工旅游，五险一金,https://www.zhipin.com/job_detail/a192d434c321399f1Xx439q5FVFX.html?lid=SUVMG5XiVS.search.163&securityId=Bs55Zormd6ZmL-y1LnmOc3D9AAupQ9sMSOg1YjSA-6u3_BKKTIDy6mFVMmU-yuXuE-KpOO0-kUqni8EoicEtV1jv-2g_omtiZh-4Jxniux8AzV72Xw~~&sessionId=,15,25,20,1-3年,本科,北京,8
人工智能工程师,北京·朝阳区·安贞,15-30K,"经验不限, 硕士","Python, TensorFlow/PyTorch, OpenCV, 研究导向, 语音/图像识别, 目标检测, 图像分割, 无损检测缺陷评定",中特检,,https://www.zhipin.com/job_detail/28e7ff95ec3c711c1Xx-2N-7FVBY.html?lid=SUVMG5XiVS.search.164&securityId=ccWAzCeg3Y7K1-p1yZCCqLvAa1sA4fIEpK2ykoZzVs7ZM2eaTTaMqhpEVu-1AGbWuRlVO78fBDOfHwumFPO-shyrQx3ONBbuOVXDXwuHRmJ4l1wq7_U~&sessionId=,15,30,22.5,经验不限,硕士,北京,1
人工智能研究员,北京·昌平区·回龙观,10-15K·15薪,"经验不限, 硕士","数据分析, 项目运营, 运营管理, 企业服务, 人工智能, 智能信息技术, 无人驾驶",昌发展,补充医疗保险，企业年金，节日福利，意外险，餐补，交通补助，高温补贴，年终奖，五险一金，通讯补贴，带薪年假，定期体检,https://www.zhipin.com/job_detail/09f702b6b1b3cb3c1nN82di5GVBZ.html?lid=SUVMG5XiVS.search.165&securityId=32lyRQgdG5hOg-X1VnCdqapeD-J3rBR1Il-_sPEvTz6WX5wRDIWROqESyRD_8XYtIvpVwvC5QJlXKJG7PDkWdVx2uV5CNuHt05ozzAXxGRYTT1I--8VAmL77SBgak3vyMlXfAUPsXRuf5d3qL6yU&sessionId=,10,15,12.5,经验不限,硕士,北京,12
人工智能工程师,北京·丰台区·科技园区,20-40K·14薪,"1-3年, 硕士","自然语言处理项目经验, 自然语言算法, NLP, GPT",英视睿达,节日福利，定期体检，餐补，通讯补贴，补充医疗保险，加班补助，员工旅游,https://www.zhipin.com/job_detail/d8d9acef7e5d27671X142Nm8FFVY.html?lid=SUVMG5XiVS.search.166&securityId=BmaySMCkEa3Xb-Q1D2jeYFMYtmgOLprcwq9vSg4fBiJDmhTIOLpTR6JHHOxEP1qrNlOJZWMIWtBrN2l7DogIb9NT5XAT6Nn-IHwdmNZo97lp4Wu_mkXAMcNV73Df-l_jJV1nx-mEwIwIeoTGF25D&sessionId=,20,40,30,1-3年,硕士,北京,7
人工智能工程师,北京·昌平区·西二旗,20-21K,"1-3年, 本科","深度学习算法, 视觉图像算法, 语音算法, 算法设计, Python, C++, Shell",中关村哈工大研究院,五险一金,https://www.zhipin.com/job_detail/415b68a2461ee1241nF-2NW8FFJT.html?lid=SUVMG5XiVS.search.167&securityId=KGCbLca6QAH0U-A1crNNRO8jOf5Iwx9xkP9hOrpmTf0rW28iefUw68GQP7V9WYaxaMRohlfSR3rlqbWDPcdpqHqt6tNRBORUB6wvUYPX5z3g942wbxw~&sessionId=,20,21,20.5,1-3年,本科,北京,1
人工智能团队经理,北京·西城区·西直门,20-25K,"5-10年, 本科",云计算,众阳健康科技集团,补充医疗保险，餐补，住房补贴，五险一金，交通补助，定期体检，节日福利,https://www.zhipin.com/job_detail/0198642b3c0570de1XJ83d6_EFVQ.html?lid=SUVMG5XiVS.search.168&securityId=nqD5FrGhbvqdE-g1H8Oy3D1whVXDzc0Nd9Xn4NiaAtYnanfCF2zF02ZamFbRzLpwxytwvZwCso9UGJb5jjiSiAN4NFCf5GdeoxYr8fGWSgajdiE-oRw~&sessionId=,20,25,22.5,5-10年,本科,北京,7
人工智能算法专家,北京·大兴区·亦庄,30-50K·15薪,"3-5年, 本科","智能驾驶, Java, Python, C/C++, 深度学习经验, 机器学习算法/工程化经验",有朋咨询,,https://www.zhipin.com/job_detail/32a2aedec145d6131XN72t-6ElZZ.html?lid=SUVMG5XiVS.search.169&securityId=dfXs9qklzYJug-E1Yw0-3z0b56WRSkK4G8REc559Zc1a388uJMypB7lnL8rjgBpbeXA-NXZ5wbyoBBi2P5DokD65zQ7LXgrrOd-qcnfyWTaDDoTcjw25&sessionId=,30,50,40,3-5年,本科,北京,1
人工智能标准化工程师,北京·东城区·朝阳门,23-26K·16薪,"3-5年, 硕士","研究导向, 计算机相关专业, 有国际期刊/会议论文发表, 人工智能, 3GPP、CCSA, 元宇宙、数字人",中国电信,通讯补贴，员工旅游，交通补助，包吃，绩效奖金，带薪年假，住房补贴，餐补，五险一金，年终奖，生日福利，节日福利，股票期权，补充医疗保险，定期体检，企业年金,https://www.zhipin.com/job_detail/f9a6429d732790961XB53d61FVdX.html?lid=SUVMG5XiVS.search.170&securityId=8HkTJgkzwKVvj-h1yiK9q_oYGEJzkcn6cbufzz07YJ8DogNnWdsKrsFy3BYLwZIrANBdLrKgQK_4W7DYPr90xA92Sbvb13D6Ny1npCJ-Tl0_daFXZ1g8&sessionId=,23,26,24.5,3-5年,硕士,北京,16
人工智能算法工程师岗位,北京·昌平区·回龙观,15-20K,"3-5年, 学历不限","搜索/推荐, Python, Java, TensorFlow/PyTorch",三三云软,节日福利，年终奖，五险一金，生日福利，交通补助，绩效奖金，全勤奖，加班补助，餐补，团建聚餐,https://www.zhipin.com/job_detail/6431a6aadcb1a14b1XN62N-8EVdQ.html?lid=SUVMG5XiVS.search.172&securityId=wldq4fhKw3yQA-a1m33FEU9Ix6hybJM92wG_yiwcMI5U_DuKvIGNqwwilDAvx0e7mPW48JOAOi_P_bjACmyNi7iISq7eNMI80SquQqWlvOm5lcIhVg~~&sessionId=,15,20,17.5,3-5年,学历不限,北京,10
保险风险人工智能岗,北京·朝阳区·朝外,15-20K,"在校/应届, 硕士","风险管理研究, 精算评估及相应分析工作, 互联网金融, 医疗/大健康, 数据服务, 计算机/统计/精算等相关学历, 熟悉保险精算模型",北京一蜂科技有限公司,节日福利，补充医疗保险，五险一金，年终奖，带薪年假，员工旅游，定期体检，健身,https://www.zhipin.com/job_detail/db974e16947bb6c51XF92dW5FlBU.html?lid=SUVMG5XiVS.search.174&securityId=nsFMpwPKNZZGx-r1Xg2mqu1jp9E_2HiTwlsqHoqbgRoqpNOZg2A4PdIq1oIYt0Tti-3db2_4MCf3diCMB_Ma_mTFBCC_oIB_gLDU7m6ON0rxDm8ZALv_&sessionId=,15,20,17.5,在校/应届,硕士,北京,8
人工智能平台-产品经理,北京·海淀区·西北旺,20-40K,"5-10年, 本科","产品设计, 市场调研, 产品迭代, 产品规划, 产品运营",普强信息,节日福利，餐补，五险一金，加班补助，带薪年假，免费班车，员工旅游，年终奖，交通补助，零食下午茶，通讯补贴，股票期权，定期体检，补充医疗保险,https://www.zhipin.com/job_detail/fed6f7676d26dcbc1nVy2dS8ElJT.html?lid=SUVMG5XiVS.search.175&securityId=XS2Mwkk8_OZBi-Y1G64Ys5ZMPsuwmnE-mHCosNULiL168QRKFkXsgKGEp-dptsoMCqO2bdxUm6ioUajb_iqs6uGygygrUDvaCTh742vKPtlwFX4~&sessionId=,20,40,30,5-10年,本科,北京,14
人工智能工程师（灯光系统）,北京·东城区·朝阳门,12-24K,"1年以内, 本科","数据分析, 机器学习, 人工智能",光说故事,五险一金，带薪年假，员工旅游，补充医疗保险,https://www.zhipin.com/job_detail/5f506755fa3e5fdd1Xxy0tq5GFU~.html?lid=SUVMG5XiVS.search.176&securityId=r4qwzuz9etsby-21lUwRYKKc3RJ-Yoa8RVf0KlhQoovD30AHIc8Tcpt9YMYTAbRg32d55skGVZpCcdo_ECRqaLd1IaOKfDztGLkhg8PKD4lWCEPt&sessionId=,12,24,18,1年以内,本科,北京,4
人工智能售前工程师,北京·大兴区·亦庄,18-22K,"3-5年, 本科","Java, TensorFlow/PyTorch, 机器学习算法/工程化经验, 国内院校优先, 计算机相关专业, 深度学习经验, Python",拓扑公司,,https://www.zhipin.com/job_detail/beef422fcc7565811X172tW1FFJV.html?lid=SUVMG5XiVS.search.178&securityId=qF7b21p2BO3Ua-j1wvV1XMeyTXccNxsaRpt3X3LJCgrILvKm4NTYJzR6yfrBup7z7gB7raMl1QAF-i5PZhbZjolwUMjxCgZSRoPjokPRxbZqFejh0Is~&sessionId=,18,22,20,3-5年,本科,北京,1
人工智能算法工程师,北京·海淀区·皂君庙,30-50K·15薪,"5-10年, 硕士","业务导向, 语音/图像识别, TensorFlow/PyTorch, CNN/RNN/LSTM, Python, 机器学习算法/工程化经验, 深度学习经验",英迈琪,带薪年假，定期体检，五险一金,https://www.zhipin.com/job_detail/a539c8f7a3c286ed1XB62Nq5GFdQ.html?lid=SUVMG5XiVS.search.179&securityId=EBAK5yYhewChn-m1ADrcWh_4c4mr6wUt37BpDTv2uGpw-8L4JFcssVgOgOWVwsSZSqXhnZUK7yw3v57kiUSdXS4wXHT7TxiNnsGndnuxjBmy-tggvuk~&sessionId=,30,50,40,5-10年,硕士,北京,3
人工智能算法工程师,北京·朝阳区·建国门,15-25K·13薪,"1-3年, 本科","生物医疗, Python, 机器学习算法/工程化经验, 深度学习经验, 英文读写能力良好, 建模",和兴健康科技,节日福利，定期体检，交通补助，五险一金，带薪年假，出差补助，通讯补贴，补充医疗保险,https://www.zhipin.com/job_detail/57a3db3866adb7921X172d24EFFT.html?lid=SUVMG5XiVS.search.180&securityId=2q6XAjqKDnyGG-J138HB8Cr7D2H3xB3HMQSvJB_iEV0CZC5YsVBZF9R9liwiaB9YY_MLc-m1NssZTdfKTgFz-LiUefNWinw7Ck-475HVJ8ACJ2Sx&sessionId=,15,25,20,1-3年,本科,北京,8
人工智能技术经理,北京·西城区·六铺炕,2-5K,"经验不限, 硕士",音视频编解码,黑油数字,员工旅游，年终奖，生日福利，零食下午茶，五险一金，带薪年假，底薪加提成,https://www.zhipin.com/job_detail/c8251e8f1a671da91XN409q9FlNU.html?lid=SToqMt2nfe.search.121&securityId=bVXRpq8oFxfVd-r1NeIXcgPTFrIXHXSeUOg_dg7gicsJPff0J9is9eD1xIG5Tb3lVilzCndsnFvq6LMvgV1BsRVvV2nkJChmB8lN2VreiVGNFRWzmEM~&sessionId=,2,5,3.5,经验不限,硕士,北京,7
